Time,UPHTRTMP_1,LOHTRTMP_1,WHDSSPUP_1,WHDISPUP_1,WHDSSPLO_1,WHDISPLO_1,DMDCYCLO_1,DMDCYCUP_1,VSHP_REQ_1,HEATCTRL_1,VFD_TSPD_1,FAN_CTRL_1,UPPERRLY_1,LOWERRLY_1,WHTRCNFG_1,WHTRENAB_1,WHTRSETP_1,ELECCNFG_1,OPRSTATE_1
2026-05-15T14:06:42,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:43,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:44,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:45,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:46,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:47,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:48,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:49,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:50,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:51,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:52,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:53,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:54,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:55,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:56,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:57,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:58,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:06:59,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:00,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:01,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:02,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:03,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:04,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:05,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:06,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:07,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:08,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:09,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:10,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:11,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:12,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:13,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:14,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:15,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:16,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:17,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:18,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:19,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:20,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:21,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:22,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:23,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:24,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:25,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:26,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:27,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:28,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:29,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:30,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:31,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:32,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:33,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2026-05-15T14:07:34,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:35,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:36,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:37,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:38,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:39,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:40,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:41,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:42,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:43,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:44,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:45,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:46,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:47,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:48,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:49,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:50,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:51,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:52,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:53,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:54,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:55,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:56,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:57,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:58,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:07:59,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:00,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:01,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:02,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:03,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:04,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:05,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:06,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:07,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:08,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:09,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:10,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:11,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:12,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:13,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:14,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:15,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:16,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:17,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:18,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:19,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:20,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:21,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:22,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:23,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:24,122.5,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:25,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:26,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:27,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:28,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:29,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:30,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:31,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:32,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:33,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:34,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:35,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:36,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:37,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:38,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:39,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:40,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:47,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:48,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:49,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:50,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:51,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:52,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:53,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:54,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:55,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:56,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:57,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:58,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:08:59,122.4,120.6,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:00,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:01,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:02,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:03,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:04,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:05,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:06,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:07,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:08,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:09,122.4,120.5,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:10,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2026-05-15T14:09:13,122.4,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:14,122.4,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:15,122.4,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:16,122.4,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:17,122.4,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:18,122.4,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:19,122.3,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:20,122.3,120.4,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:21,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:22,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:23,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:24,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:25,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:26,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:27,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:28,122.3,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:29,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:30,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:31,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:32,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:33,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:34,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:35,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:36,122.4,120.3,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:37,122.4,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:38,122.4,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:39,122.4,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:40,122.4,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:41,122.3,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:42,122.3,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:43,122.3,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
2026-05-15T14:09:44,122.3,120.2,120,105,120,105,Off,Off,Off,Off,0,Off,Off,Off,Electric/Gas,Enabled,120,DualConcurrent,Standby
